overview:
S_D_p:79.164
S_D_r:65.827
S_D_f1:71.882
S_C_p:70.548
S_C_r:58.663
S_C_f1:64.059
C_D_p:82.999
C_D_r:67.009
C_D_f1:74.152
C_C_p:73.591
C_C_r:59.415
C_C_f1:65.748

bad cases:
正确: 沈阳华润万家沈辽购物中心1月22日开业，购物中心位于沈阳市于洪区与铁西区交汇处，吸引了百丽、千百度、七匹狼、中国黄金、热风集合店、幸福蓝海国际影城、优游派儿童冰川乐园、金迈园海鲜自助烤肉等多品牌入【驻】
预测: 沈阳华润万家沈辽购物中心1月22日开业，购物中心位于沈阳市于洪区与铁西区交汇处，吸引了百丽、千百度、七匹狼、中国黄金、热风集合店、幸福蓝海国际影城、优游派儿童冰川乐园、金迈园海鲜自助烤肉等多品牌入【住】
错误类型: 漏纠

原始: 巴西的家居卖场LarCenter化用常见的红底白字爆炸型打折标致形状为自己广了一告
正确: 巴西的家居卖场LarCenter化用常见的红底白字爆炸【形】打折标【志】形状为自己广了一告
预测: 巴西的家居卖场LarCenter化用常见的红底白字爆炸【型】打折标【识】形状为自己广了一告
错误类型: 综合

原始: 近日，一些美国最大的零售商警告称，如果美国国会布排除对在线零售公司的税收漏洞，阿里巴巴集团或将“毁掉”不少本地公司
正确: 近日，一些美国最大的零售商警告称，如果美国国会【不】排除对在线零售公司的税收漏洞，阿里巴巴集团或将“毁掉”不少本地公司
预测: 近日，一些美国最大的零售商警告称，如果美国国会【将】排除对在线零售公司的税收漏洞，阿里巴巴集团或将“毁掉”不少本地公司
错误类型: 综合

原始: 在偏暗的环境下拍摄，如果你的相机是在自动模式，大多数情况下也会开启闪光灯，但如果不想闪灯破坏现场气氛，或是现场不能使用闪光灯，便可以考虑以下不用闪灯而在光线不足的情况下拍摄的技巧了
正确: 在偏暗的环境下拍摄，如果你的相机是在自动模式，大多数情况下也会开启闪光灯，但如果不想闪灯破坏现场气氛，或是现场不能使用闪光灯，便可以考虑【一】下不用闪灯而在光线不足的情况下拍摄的技巧了
预测: 在偏暗的环境下拍摄，如果你的相机是在自动模式，大多数情况下也会开启闪光灯，但如果不想闪灯破坏现场气氛，或是现场不能使用闪光灯，便可以考虑【以】下不用闪灯而在光线不足的情况下拍摄的技巧了
错误类型: 漏纠

原始: 五道口不单是一个地名，在这一繁忙拥挤的地段，汇聚了太多光怪陆离的生活细节，即有隐藏于闹市却足以影响金融市场动荡的清华大学五道口金融学院，也有号称“宇宙中心”的北京最高房价，即便是买枣糕的和挤地铁的排队都排的那么极端……
正确: 五道口不单是一个地名，在这一繁忙拥挤的地段，汇聚了太多光怪陆离的生活细节，【即】有隐藏于闹市却足以影响金融市场动荡的清华大学五道口金融学院，也有号称“宇宙中心”的北京最高房价，即便是买枣糕的和挤地铁的排队都排得那么极端……
预测: 五道口不单是一个地名，在这一繁忙拥挤的地段，汇聚了太多光怪陆离的生活细节，【既】有隐藏于闹市却足以影响金融市场动荡的清华大学五道口金融学院，也有号称“宇宙中心”的北京最高房价，即便是买枣糕的和挤地铁的排队都排得那么极端……
错误类型: 综合

原始: 奥巴马政府不仅对新能源有不切实际的幻想，他们还喜欢想尽一切办法来扼杀就能源——因28只小鸟死亡而对七家石油公司提出起诉
正确: 奥巴马政府不仅对新能源有不切实际的幻想，他们还喜欢想尽一切办法来扼杀【旧】能源——因28只小鸟死亡而对七家石油公司提出起诉
预测: 奥巴马政府不仅对新能源有不切实际的幻想，他们还喜欢想尽一切办法来扼杀【新】能源——因28只小鸟死亡而对七家石油公司提出起诉
错误类型: 综合

原始: 广东省教育厅日前发布《关于普通高等学校实施学分制管理的意见》，未来高校将探索对幕课等互联网学习平台的学分互认，同时探索校外选课，鼓励区域内高校联合开课，推进师资、课程的共享与学分互认
正确: 广东省教育厅日前发布《关于普通高等学校实施学分制管理的意见》，未来高校将探索对【慕】课等互联网学习平台的学分互认，同时探索校外选课，鼓励区域内高校联合开课，推进师资、课程的共享与学分互认
预测: 广东省教育厅日前发布《关于普通高等学校实施学分制管理的意见》，未来高校将探索对【幕】课等互联网学习平台的学分互认，同时探索校外选课，鼓励区域内高校联合开课，推进师资、课程的共享与学分互认
错误类型: 漏纠

原始: 微信最让人期待的一个消息是5.0版将加强“扫一扫”功能，这导致微信作为一个“广适入口”的身份更加明显
正确: 微信最让人期待的一个消息是5.0版将加强“扫一扫”功能，这导致微信作为一个“广【适】入口”的身份更加明显
预测: 微信最让人期待的一个消息是5.0版将加强“扫一扫”功能，这导致微信作为一个“广【告】入口”的身份更加明显
错误类型: 过纠

原始: 深圳市盟市奇商贸有限公司起诉华润万家称，该公司享有《熊出没》等系列作品及美术作品《熊大》的著作权，而华润万家超市销售没有经过授权的公司生产的毛绒熊商品，侵犯了原告对涉案作品“熊大”、“光头强”等享有的发行权
正确: 深圳市盟【世】奇商贸有限公司起诉华润万家称，该公司享有《熊出没》等系列作品及美术作品《熊大》的著作权，而华润万家超市销售没有经过授权的公司生产的毛绒熊商品，侵犯了原告对涉案作品“熊大”、“光头强”等享有的发行权
预测: 深圳市盟【市】奇商贸有限公司起诉华润万家称，该公司享有《熊出没》等系列作品及美术作品《熊大》的著作权，而华润万家超市销售没有经过授权的公司生产的毛绒熊商品，侵犯了原告对涉案作品“熊大”、“光头强”等享有的发行权
错误类型: 漏纠

原始: 中国基金报记者最新统计显示，约有三成的“宝宝”类货币基金理财工具出现了年化收益率低于4%或万分日收益不足1元的现象
正确: 中国基金报记者最新统计显示，约有三成的“宝宝”类货币基金理财工具出现了年化收益率低于4%或万【份】日收益不足1元的现象
预测: 中国基金报记者最新统计显示，约有三成的“宝宝”类货币基金理财工具出现了年化收益率低于4%或万【分】日收益不足1元的现象
错误类型: 漏纠

原始: 从13年前的上海黄埔江畔，到今天的北京雁栖湖边，金秋的中国再次迎来举世瞩目的盛会，这也将是2014中国“主场外交”的收官之作
正确: 从13年前的上海黄【浦】江畔，到今天的北京雁栖湖边，金秋的中国再次迎来举世瞩目的盛会，这也将是2014中国“主场外交”的收官之作
预测: 从13年前的上海黄【埔】江畔，到今天的北京雁栖湖边，金秋的中国再次迎来举世瞩目的盛会，这也将是2014中国“主场外交”的收官之作
错误类型: 漏纠

原始: 有300来枚银元在深藏的泥土中被挖岀
正确: 有300来枚银元在深藏的泥土中被挖【岀】
预测: 有300来枚银元在深藏的泥土中被挖【出】
错误类型: 过纠

原始: 电价格敏感注定了价格决定了用户的忠诚度的摇摆，那里便宜去哪里
正确: 电价格敏感注定了价格决定了用户的忠诚度的摇摆，【哪】里便宜去哪里
预测: 电价格敏感注定了价格决定了用户的忠诚度的摇摆，【那】里便宜去哪里
错误类型: 漏纠

原始: 下月起，西安所有收费员将统一制式服装，实行统一管理及全新票据，如收费员着装不整，证件不全，驾驶员科拒交停车费并举报
正确: 下月起，西安所有收费员将统一制式服装，实行统一管理及全新票据，如收费员着装不整，证件不全，驾驶员【可】拒交停车费并举报
预测: 下月起，西安所有收费员将统一制式服装，实行统一管理及全新票据，如收费员着装不整，证件不全，驾驶员【科】拒交停车费并举报
错误类型: 漏纠

原始: 近日，媒体联合国家食药监总局，对豆腐丝、毛豆和熟猪头肉进行检测，发现放置6小时后，无论是菌落总数还是大肠菌群都严重超标，严重可致159倍
正确: 近日，媒体联合国家食药监总局，对豆腐丝、毛豆和熟猪头肉进行检测，发现放置6小时后，无论是菌落总数还是大肠菌群都严重超标，严重可【至】159倍
预测: 近日，媒体联合国家食药监总局，对豆腐丝、毛豆和熟猪头肉进行检测，发现放置6小时后，无论是菌落总数还是大肠菌群都严重超标，严重可【致】159倍
错误类型: 漏纠

原始: 这一变迁即伴随着中国国际地位的提升和文化自信的增强，也昭示着中美两国关系的阴晴和东西方文化的隔膜与交流
正确: 这一变迁【既】伴随着中国国际地位的提升和文化自信的增强，也昭示着中美两国关系的阴晴和东西方文化的隔膜与交流
预测: 这一变迁【即】伴随着中国国际地位的提升和文化自信的增强，也昭示着中美两国关系的阴晴和东西方文化的隔膜与交流
错误类型: 漏纠

原始: 下月起，武汉青年路、武胜路、徐东大街等路段的9条公交专用道，将施行潮汐式管理，仅在早7时至9时、晚16时至19时（节假日除外）允许公交车、校车、通勤车等通行，社会车辆在规定时间通行将被罚50元，200台公交摄像头盯着你哦
正确: 下月起，武汉青年路、武胜路、徐东大街等路段的9条公交专用道，将【实】行潮汐式管理，仅在早7时至9时、晚16时至19时（节假日除外）允许公交车、校车、通勤车等通行，社会车辆在规定时间通行将被罚50元，200台公交摄像头盯着你哦
